Date,Value,Daily Return,Total Return,adjclose,IVW Daily Return,IVW Total Return
2021-12-31,1000000.0,0.0,0.0,83.5282211303711,0.0,0.0
2022-01-03,1006217.4106254578,0.0062174106254577755,0.0062174106254577755,84.1771240234375,0.0077686664972020925,0.0077686664972020925
2022-01-04,983971.7437820436,-0.022108211017325186,-0.01602825621795645,83.33855438232422,-0.00996196592413634,-0.002270690617855231
2022-01-05,945165.1058006288,-0.03943877273574503,-0.054834894199371265,80.8028564453125,-0.030426468947120755,-0.03262807046740335
2022-01-06,949419.3933410645,0.004501105165993113,-0.0505806066589356,80.5732421875,-0.0028416601579908107,-0.03537701273751481
2022-01-07,921765.1792411804,-0.029127500758718616,-0.0782348207588196,79.79456329345703,-0.009664236822330197,-0.04469935773068312
2022-01-10,908310.9735679626,-0.014596131396820144,-0.09168902643203736,79.85446166992188,0.0007506573630156055,-0.043982254269670173
2022-01-11,931158.5232162476,0.025153884862292086,-0.06884147678375241,80.72298431396484,0.01087631956787849,-0.033584299754544356
2022-01-12,922359.835784912,-0.009449183154061291,-0.07764016421508801,81.1123275756836,0.004823202028860107,-0.02892308158839829
2022-01-13,888389.1875953674,-0.036830146838122135,-0.11161081240463255,79.08576965332031,-0.024984585980131757,-0.05318503634977445
2022-01-14,884668.7447128296,-0.004187852502581801,-0.11533125528717036,79.3053970336914,0.0027770783711640323,-0.050555656992726905
2022-01-18,860723.6946182251,-0.027066684832837917,-0.13927630538177493,77.46851348876953,-0.0231621505424342,-0.0725468297971239
2022-01-19,847015.9579811096,-0.015925826978883784,-0.15298404201889038,76.52012634277344,-0.012242227238987602,-0.08390092226026702
2022-01-20,830092.0383300781,-0.019980638489232483,-0.16990796166992184,75.52182006835938,-0.013046322871215987,-0.09585264661048276
2022-01-21,792192.9170265198,-0.04565652909983475,-0.20780708297348027,73.58509826660156,-0.025644532931075603,-0.11903908318902512
2022-01-24,806105.935382843,0.017562664418340868,-0.19389406461715697,74.06429290771484,0.006512115257047535,-0.11330216416179772
2022-01-25,782217.0732765198,-0.029634891715538236,-0.2177829267234802,72.54685974121094,-0.020488053108056348,-0.13146887651324957
2022-01-26,776774.3593177795,-0.006958060805221211,-0.2232256406822205,72.6267318725586,0.0011009729660604872,-0.13051264722610845
