Date,Value,Daily Return,Total Return,adjclose,IVW Daily Return,IVW Total Return
2021-12-31,1000000.0,0.0,0.0,83.5282211303711,0.0,0.0
2022-01-03,1024577.66954422,0.024577669544219916,0.024577669544219916,84.1771240234375,0.0077686664972020925,0.0077686664972020925
2022-01-04,1025109.707763672,0.0005192756345047123,0.02510970776367194,83.33855438232422,-0.00996196592413634,-0.002270690617855231
2022-01-05,1009556.4813804626,-0.01517225548194201,0.009556481380462722,80.8028564453125,-0.030426468947120755,-0.03262807046740335
2022-01-06,1014101.1129481506,0.004501611996461596,0.01410111294815053,80.5732421875,-0.0028416601579908107,-0.03537701273751481
2022-01-07,1016124.4606425476,0.001995212970938187,0.01612446064254769,79.79456329345703,-0.009664236822330197,-0.04469935773068312
2022-01-10,1015066.5734965516,-0.0010410999704967283,0.015066573496551605,79.85446166992188,0.0007506573630156055,-0.043982254269670173
2022-01-11,1034134.0065943908,0.018784416308931018,0.03413400659439092,80.72298431396484,0.01087631956787849,-0.033584299754544356
2022-01-12,1030944.0132624815,-0.003084700156428033,0.03094401326248164,81.1123275756836,0.004823202028860107,-0.02892308158839829
2022-01-13,1022172.643614502,-0.00850809504215655,0.022172643614501997,79.08576965332031,-0.024984585980131757,-0.05318503634977445
2022-01-14,1028660.0551707458,0.006346688689792712,0.02866005517074588,79.3053970336914,0.0027770783711640323,-0.050555656992726905
2022-01-18,1027902.1201197816,-0.0007368178118265512,0.02790212011978155,77.46851348876953,-0.0231621505424342,-0.0725468297971239
2022-01-19,1016498.5814997863,-0.011093992702988498,0.016498581499786447,76.52012634277344,-0.012242227238987602,-0.08390092226026702
2022-01-20,1000650.5496852112,-0.015590805637123784,0.0006505496852111659,75.52182006835938,-0.013046322871215987,-0.09585264661048276
2022-01-21,976448.8726603698,-0.024185942867322452,-0.023551127339630162,73.58509826660156,-0.025644532931075603,-0.11903908318902512
2022-01-24,982333.7544810486,0.006026820231401553,-0.017666245518951462,74.06429290771484,0.006512115257047535,-0.11330216416179772
2022-01-25,971373.6760089112,-0.01115718402441268,-0.028626323991088776,72.54685974121094,-0.020488053108056348,-0.13146887651324957
2022-01-26,963870.8580214692,-0.007723925583683622,-0.03612914197853079,72.6267318725586,0.0011009729660604872,-0.13051264722610845
2022-01-27,950427.0245043944,-0.0139477538979349,-0.049572975495605576,72.0477066040039,-0.007972619084261279,-0.13744473868835738
2022-01-28,968599.641230316,0.019120475594007758,-0.031400358769683945,74.49356079101562,0.03394770357445065,-0.10816296836076689
2022-01-31,988905.9301325988,0.02096458437305393,-0.011094069867401135,76.51013946533203,0.027070509892441752,-0.08402048517333105
2022-02-01,997842.2448565674,0.009036567029960363,-0.002157755143432638,76.9294204711914,0.005480071122460295,-0.07900085228536424
2022-02-02,981276.8233477784,-0.0166012429261001,-0.018723176652221563,77.91775512695312,0.01284729105858573,-0.06716850816996489
2022-02-03,938982.1163394164,-0.04310170789937451,-0.061017883660583694,75.03264617919922,-0.03702761896891327,-0.10170903721165037
2022-02-04,944218.3930734252,0.005576545754057749,-0.055781606926574856,75.97105407714844,0.012506661376543216,-0.09047441632244757
2022-02-07,936493.0577844238,-0.00818172506029613,-0.06350694221557618,75.3720703125,-0.00788436822319416,-0.09764545093257704
2022-02-08,945300.4815019226,0.009404686606364843,-0.054699518498077415,76.07087707519531,0.009271428525155168,-0.08927933522654985
2022-02-09,967227.25661026,0.023195561133640297,-0.03277274338974001,77.4784927368164,0.018504002001050734,-0.07242735822318369
2022-02-10,949894.6066468812,-0.017919935408068133,-0.05010539335311881,75.75142669677734,-0.022290909115974422,-0.093103795679495
2022-02-11,931094.119410858,-0.01979218231629798,-0.06890588058914193,73.57511901855469,-0.028729593264746334,-0.11915855476296533
2022-02-14,923512.5915216064,-0.008142600980069248,-0.07648740847839353,73.56513977050781,-0.00013563346114819907,-0.11927802633690565
2022-02-15,940635.1956704712,0.018540737079342895,-0.05936480432952884,75.11251068115234,0.021034023934049184,-0.10075289926363307
2022-02-16,913532.4422467804,-0.0288132461430729,-0.08646755775321957,75.1424560546875,0.00039867357998812913,-0.1003943932026885
2022-02-17,892223.7738050079,-0.02332557384537437,-0.10777622619499205,73.03604125976562,-0.028032285681331204,-0.12561239457295803
2022-02-18,880603.3817227936,-0.013024078065817069,-0.11939661827720649,72.28730773925781,-0.010251562209468768,-0.13457623350518177
2022-02-22,876653.9337667084,-0.004484933896527377,-0.12334606623329158,71.35888671875,-0.012843485938868415,-0.14569129148132054
2022-02-23,866503.6179021454,-0.011578475238170904,-0.13349638209785464,69.69171142578125,-0.023363246956747852,-0.16565071681574273
2022-02-24,883658.0742601013,0.01979732802442058,-0.11634192573989866,71.82807922363281,0.03065454634625686,-0.14007411804540482
2022-02-25,902535.507321701,0.021362825295752508,-0.09746449267829893,73.0060806274414,0.016400291035779446,-0.12597108331215023
2022-02-28,901383.482795105,-0.001276431250904153,-0.09861651720489506,73.12588500976562,0.0016410192314746386,-0.12453678505100052
2022-03-01,891064.7644723511,-0.011447645225045155,-0.10893523552764894,71.9578628540039,-0.015972759243949475,-0.1385203482103149
2022-03-02,918298.4993711852,0.030563137478520686,-0.08170150062881476,73.2656478881836,0.018174317333924606,-0.12286354364197039
2022-03-03,907140.7089163208,-0.012150504942025742,-0.09285929108367919,72.46699523925781,-0.010900779177503095,-0.13242501446126675
2022-03-04,894575.8442808533,-0.013851064682652847,-0.10542415571914676,71.53858184814453,-0.012811534244631217,-0.1435399810982817
2022-03-07,867766.007477417,-0.02996932789414697,-0.13223399252258294,68.83316802978516,-0.03781754891510403,-0.17592919975692833
2022-03-08,867078.3390394592,-0.0007924583724554513,-0.1329216609605408,68.4438247680664,-0.0056563321558914526,-0.1805904179230744
2022-03-09,883950.0695158386,0.019458138574963924,-0.11604993048416135,70.99949645996094,0.03733969719773644,-0.14999391224739822
2022-03-10,875608.8812986756,-0.009436266260753556,-0.12439111870132447,70.47038269042969,-0.00745235946609335,-0.15632846316169824
2022-03-11,864864.3527838135,-0.0122709222626044,-0.13513564721618654,69.2025375366211,-0.01799117736280964,-0.17150710741691044
2022-03-14,863267.8801400757,-0.0018459225872810014,-0.13673211985992428,68.21421813964844,-0.014281548511854036,-0.18333926885406204
2022-03-15,877137.3057115173,0.016066189754669447,-0.12286269428848262,70.29069519042969,0.03044053142308667,-0.15847968220561337
2022-03-16,900583.5197198486,0.026730380586551528,-0.09941648028015138,72.43704986572266,0.030535402580357474,-0.13278352052221132
2022-03-17,914077.45008255,0.0149835413009769,-0.08592254991744996,73.40540313720703,0.013368204161812614,-0.12119039357206396
2022-03-18,925640.0312860108,0.01264945459754685,-0.0743599687139892,74.8329849243164,0.019447911544617336,-0.10409938208169356
2022-03-21,916563.6035173036,-0.00980556961878265,-0.0834363964826964,74.69322204589844,-0.00186766408635608,-0.1057726234907237
2022-03-22,929559.1855828858,0.01417859275200506,-0.07044081441711425,75.95108795166016,0.016840429041724336,-0.09071345080945192
2022-03-23,916060.1366555786,-0.014521989709393779,-0.08393986334442138,74.822998046875,-0.014852847210077402,-0.10421894499475759
2022-03-24,934834.3477552796,0.02049451815275294,-0.06516565224472037,76.26000213623047,0.01920537972102121,-0.08701512968648484
2022-03-25,938864.1456259156,0.004310707966937999,-0.06113585437408442,76.26000213623047,0.0,-0.08701512968648484
2022-03-28,940501.3028562928,0.0017437637149151364,-0.05949869714370715,77.33000183105469,0.014030942366258792,-0.07420509158984967
2022-03-29,956946.7808874513,0.01748586416756015,-0.04305321911254878,78.4800033569336,0.014871350040717157,-0.060437271440968776
