Date,Value,Daily Return,Total Return,adjclose,IYW Daily Return,IYW Total Return
2021-12-31,1000000.0,0.0,0.0,114.77545166015624,0.0,0.0
2022-01-03,1000197.5383262634,0.00019753832626334678,0.00019753832626334678,115.36522674560548,0.005138512433787046,0.005138512433787046
2022-01-04,966451.0416750908,-0.033739831741282034,-0.03354895832490923,113.86580657958984,-0.012997158748034532,-0.007925432376078123
2022-01-05,913377.7313780783,-0.05491567395387531,-0.08662226862192168,109.61746215820312,-0.03731009816733011,-0.0449398318834382
2022-01-06,915015.8211336136,0.0017934417484251064,-0.08498417886638643,109.4875030517578,-0.0011855693781503973,-0.04607212197304844
2022-01-07,907303.2068033218,-0.008428940956164643,-0.09269679319667812,108.37793731689452,-0.010134176996791644,-0.055739395931147406
2022-01-10,912262.1935129166,0.005465633398416658,-0.0877378064870834,108.78778076171876,0.0037816132597714436,-0.05216856751012089
2022-01-11,933451.818154335,0.023227559787194485,-0.06654818184566502,110.21722412109376,0.013139741884301781,-0.03971430713737578
2022-01-12,923733.0850744247,-0.0104116065670391,-0.07626691492557525,110.74701690673828,0.004806805740838138,-0.03509840035607903
2022-01-13,880112.4101667404,-0.04722216364499909,-0.11988758983325953,107.53826141357422,-0.028973741982289303,-0.06305521034246009
2022-01-14,882505.5269975662,0.0027191036090179477,-0.11749447300243376,108.61784362792967,0.010039052149109606,-0.05364917273825154
2022-01-18,855251.2210812569,-0.030882872778183246,-0.14474877891874316,105.6290054321289,-0.027517009139299664,-0.07968991710099693
2022-01-19,842307.8196134567,-0.015134034478707203,-0.1576921803865433,104.32951354980467,-0.012302415203172656,-0.09101195385648675
2022-01-20,831990.4712805748,-0.012248904845281738,-0.1680095287194252,102.87007904052734,-0.013988702329955971,-0.10372751705547667
2022-01-21,795506.501718998,-0.0438514271749072,-0.20449349828100205,100.58096313476562,-0.022252494866460526,-0.1236718158811494
2022-01-24,802795.4443039894,0.009162643635521439,-0.19720455569601059,101.59056854248048,0.010037738516801786,-0.11487546271406068
2022-01-25,775162.4402999878,-0.03442097759779761,-0.22483755970001218,98.72168731689452,-0.02823964140319124,-0.1398710622441811
2022-01-26,762867.4888534546,-0.01586112898062375,-0.23713251114654543,99.20149230957033,0.00486017820112461,-0.13569068233074388
