Date,Value,Daily Return,Total Return,adjclose,IWM Daily Return,IWM Total Return
2021-12-31,1000565.38,0.0,0.0,222.0135955810547,0.0,0.0
2022-01-03,987025.685934906,-0.0135320433184426,-0.0135320433184426,224.8779754638672,0.012901821959667936,0.012901821959667936
2022-01-04,963567.693961029,-0.023766343984916283,-0.03697678010703398,224.53863525390625,-0.0015089970872468328,0.01137335606066392
2022-01-05,916760.3999127196,-0.04857706868097067,-0.08375762520114416,216.93359375,-0.03386963448542624,-0.022881489837409674
2022-01-06,931140.6526516724,0.015685944484864045,-0.06938549817536921,218.1711578369141,0.0057048060907536335,-0.017307218209245967
2022-01-07,917123.726786499,-0.015053500054214575,-0.08339450362903922,215.6461334228516,-0.011573594049264724,-0.02868050554083479
2022-01-10,922794.6972111512,0.0061834300640357664,-0.07772673764591853,214.8975982666016,-0.003471127185861622,-0.03205207904420937
2022-01-11,937679.1425808716,0.016129747401782524,-0.06285070288872918,217.18310546875,0.010635331528056513,-0.021757632002951555
2022-01-12,940618.8376530455,0.0031350756764010335,-0.059912668922199264,215.5662841796875,-0.007444507645163689,-0.02904016479032856
2022-01-13,918794.4289883424,-0.023202181150398404,-0.08172474547506092,213.5901641845703,-0.009167110722518967,-0.03794106110681439
2022-01-14,925404.6839970398,0.007194487471997135,-0.07511822566053628,213.8895721435547,0.0014017872036731216,-0.03659245919709453
2022-01-18,891634.702063446,-0.036492123411060895,-0.10886912551037287,207.4222869873047,-0.030236561284574415,-0.06572259034660277
2022-01-19,872130.8788441467,-0.021874230751857238,-0.1283619278890633,204.0489196777344,-0.01626328278685285,-0.08091700806116431
2022-01-20,854365.1084088135,-0.020370532527042906,-0.14611765958880818,200.35617065429688,-0.018097371107230975,-0.09754999404462561
2022-01-21,815757.6098164368,-0.045188524452128065,-0.1847033426077197,196.6035614013672,-0.01872969143238723,-0.11445260418932579
2022-01-24,832550.4660977173,0.02058559562203688,-0.16791997530664382,201.1346435546875,0.023046795902491812,-0.0940435740960941
2022-01-25,804015.6608952332,-0.03427396459968468,-0.1964386566170887,198.44992065429688,-0.013347889020722925,-0.10613617992667024
2022-01-26,803657.1823757935,-0.00044586012048641877,-0.19679693257446762,195.58555603027344,-0.01443368994343519,-0.11903793315726319
2022-01-27,789355.1258839417,-0.017796215607221555,-0.21109090753875404,191.144287109375,-0.02270755065476815,-0.13904242391502397
2022-01-28,818503.408591156,0.036926703522160986,-0.1819590953755006,194.8669586181641,0.01947571421090366,-0.12227466021548061
2022-01-31,860530.8699215698,0.051346715101349805,-0.13995538210449598,200.84521484375,0.030678655160314428,-0.09534722719076161
2022-02-01,874215.5757626343,0.015902632106982617,-0.12627840895051323,202.9610595703125,0.010534703195236972,-0.08581697873446814
2022-02-02,876163.256914978,0.002227918612230928,-0.12433182835590606,200.94500732421875,-0.009933197286030704,-0.09489773904023835
2022-02-03,853745.896822815,-0.025585825375850524,-0.14673652128278225,197.1424865722656,-0.018923190989353134,-0.11202516198927526
2022-02-04,870686.2901600647,0.019842430166039815,-0.12980570029310357,197.99082946777344,0.004303196689146249,-0.10820403160630221
2022-02-07,871550.0160588074,0.0009920058561894152,-0.12894246245177166,198.96890258789065,0.004939992032693796,-0.10379856662764908
2022-02-08,888708.6779125977,0.019687523994758926,-0.1117934962804753,202.3622283935547,0.017054553558514485,-0.08851425128298285
2022-02-09,922082.1876286316,0.03755281178802239,-0.07843884461739858,206.2046813964844,0.018987995108735944,-0.07120696434466156
2022-02-10,916411.3437947084,-0.006150041623195435,-0.08410648408132171,203.0408935546875,-0.015342948668142342,-0.08545738821404958
2022-02-11,878714.8319615173,-0.04113492493130433,-0.12178169510370496,200.9849395751953,-0.010125812310506022,-0.09471787505095397
2022-02-14,875842.6289967346,-0.003268640587722027,-0.12465227509996935,200.2863006591797,-0.00347607595619992,-0.09786470447906692
2022-02-15,914811.8517102052,0.04449340717533845,-0.08570507235598612,205.65576171875,0.02680892822873271,-0.07367942408883976
2022-02-16,916407.697150116,0.0017444520826084275,-0.08411012866533918,206.0849151611328,0.0020867562318516164,-0.07174641885436472
2022-02-17,889579.1709545898,-0.02927575388002368,-0.11092349511973931,200.80528259277344,-0.025618724030486928,-0.09552709118004588
2022-02-18,875078.9720982361,-0.016300065615063697,-0.12541550048609906,199.0786895751953,-0.008598344601718488,-0.1033040609329986
2022-02-22,859816.5341976929,-0.017441212035923415,-0.14066931418545292,196.27420043945312,-0.014087339743528382,-0.11593612127327757
2022-02-23,838358.8521984863,-0.024956116968870568,-0.16211487129558055,192.60140991210935,-0.018712548664676754,-0.1324792096266343
2022-02-24,874286.1550473023,0.042854325155154305,-0.12620786954741303,197.6514892578125,0.026220365406502966,-0.10973249750530645
2022-02-25,895735.1741398621,0.024533179404401473,-0.10477097044886552,202.1027374267578,0.02252069127159073,-0.08968305793249332
