,open,high,low,close,adjclose,volume,ticker
2021-12-31,115.45999908447266,115.76000213623047,114.73999786376953,114.81999969482422,114.77545166015625,207600,IYW
2022-01-03,114.95999908447266,115.80000305175781,114.13999938964844,115.41000366210938,115.36522674560547,882000,IYW
2022-01-04,115.58000183105469,115.69999694824219,112.73999786376953,113.91000366210938,113.86580657958984,762100,IYW
2022-01-05,113.12000274658203,113.16000366210938,109.62000274658203,109.66000366210938,109.61746215820312,761800,IYW
2022-01-06,109.0,110.5999984741211,108.52999877929688,109.52999877929688,109.48750305175781,1056800,IYW
2022-01-07,109.47000122070312,110.23999786376953,107.63999938964844,108.41999816894531,108.37793731689453,4540300,IYW
2022-01-10,106.7300033569336,108.95999908447266,105.26000213623047,108.83000183105469,108.78778076171875,1547800,IYW
2022-01-11,108.55000305175781,110.41999816894531,107.86000061035156,110.26000213623047,110.21722412109375,598900,IYW
2022-01-12,111.20999908447266,111.94999694824219,110.19000244140625,110.79000091552734,110.74701690673828,460800,IYW
2022-01-13,111.25,111.55999755859375,107.31999969482422,107.58000183105469,107.53826141357422,765200,IYW
2022-01-14,106.76000213623047,108.72000122070312,106.70999908447266,108.66000366210938,108.61784362792969,470300,IYW
2022-01-18,106.75,107.58000183105469,105.41000366210938,105.66999816894531,105.6290054321289,694200,IYW
2022-01-19,106.08999633789062,107.45999908447266,104.29000091552734,104.37000274658203,104.32951354980469,640200,IYW
2022-01-20,105.37999725341797,106.5999984741211,102.7699966430664,102.91000366210938,102.87007904052734,992700,IYW
2022-01-21,102.4800033569336,103.8499984741211,100.62000274658203,100.62000274658203,100.58096313476562,1149200,IYW
2022-01-24,98.7300033569336,101.75,95.45999908447266,101.62999725341797,101.59056854248047,2094800,IYW
2022-01-25,99.61000061035156,100.76000213623047,97.91999816894531,98.76000213623047,98.72168731689453,611900,IYW
2022-01-26,101.81999969482422,102.87999725341797,98.13999938964844,99.23999786376953,99.20149230957031,1218700,IYW
2022-01-27,100.98999786376953,101.56999969482422,98.11000061035156,98.37999725341797,98.34182739257812,829400,IYW
2022-01-28,99.2699966430664,102.0999984741211,97.70999908447266,102.04000091552734,102.00041198730469,826900,IYW
2022-01-31,102.48999786376953,105.37999725341797,102.0,105.26000213623047,105.21916198730469,474600,IYW
2022-02-01,105.77999877929688,105.98999786376953,103.9800033569336,105.83999633789062,105.79893493652344,582800,IYW
2022-02-02,107.87999725341797,108.16000366210938,106.23999786376953,107.5999984741211,107.5582504272461,478100,IYW
2022-02-03,104.62999725341797,105.75,102.5199966430664,102.80999755859375,102.77011108398438,467700,IYW
2022-02-04,102.54000091552734,104.79000091552734,101.9000015258789,103.80000305175781,103.75973510742188,366200,IYW
2022-02-07,104.08000183105469,104.75,102.48999786376953,102.86000061035156,102.8200912475586,370400,IYW
2022-02-08,102.33000183105469,104.38999938964844,102.26000213623047,104.08000183105469,104.03961944580078,407200,IYW
2022-02-09,105.41000366210938,106.69000244140625,105.0,106.68000030517578,106.63861083984375,508300,IYW
2022-02-10,104.77999877929688,106.77999877929688,103.6500015258789,104.13999938964844,104.09959411621094,328700,IYW
2022-02-11,104.33000183105469,104.83999633789062,100.16999816894531,100.63999938964844,100.6009521484375,509800,IYW
2022-02-14,100.33000183105469,101.61000061035156,99.55999755859375,100.66000366210938,100.6209487915039,443900,IYW
2022-02-15,102.19999694824219,103.48999786376953,101.98999786376953,103.43000030517578,103.3898696899414,358200,IYW
2022-02-16,102.5999984741211,103.45999908447266,101.47000122070312,103.16999816894531,103.12997436523438,261700,IYW
